k,d,max_steps,n,acc
15,496,4,4096,1.0
15,496,4,65536,1.0
15,496,4,1048576,1.0
15,496,64,256,1.0
15,496,64,4096,1.0
15,496,64,65536,1.0
15,496,64,1048576,1.0
15,512,1,256,0.9810697115384616
15,512,1,4096,0.83125
15,512,1,65536,0.4890625
15,512,1,1048576,0.119140625
15,512,2,256,1.0
15,512,2,4096,1.0
15,512,2,65536,0.999375
15,512,2,1048576,0.9957682291666666
15,512,4,256,1.0
15,512,4,4096,1.0
15,512,4,65536,1.0
15,512,4,1048576,0.9996744791666666
15,512,64,256,1.0
15,512,64,4096,1.0
15,512,64,65536,1.0
15,512,64,1048576,1.0
15,528,1,256,0.9792668269230769
15,528,1,4096,0.8775
15,528,1,65536,0.5396875
15,528,1,1048576,0.16634114583333334
15,528,2,256,1.0
15,528,2,4096,0.9996875
15,528,2,65536,0.999375
15,528,2,1048576,0.9970703125
15,528,4,256,1.0
15,528,4,4096,1.0
15,528,4,65536,1.0
15,528,4,1048576,1.0
15,528,64,256,1.0
15,528,64,4096,1.0
15,528,64,65536,1.0
15,528,64,1048576,1.0
15,544,1,256,0.984375
15,544,1,4096,0.8928125
15,544,1,65536,0.6084375
15,544,1,1048576,0.21419270833333334
15,544,2,256,1.0
15,544,2,4096,1.0
15,544,2,65536,0.9996875
15,544,2,1048576,0.9996744791666666
15,544,4,256,1.0
15,544,4,4096,1.0
15,544,4,65536,1.0
15,544,4,1048576,1.0
15,544,64,256,1.0
15,544,64,4096,1.0
15,544,64,65536,1.0
15,544,64,1048576,1.0
15,560,1,256,0.9894831730769231
15,560,1,4096,0.9234375
15,560,1,65536,0.6765625
15,560,1,1048576,0.271484375
15,560,2,256,1.0
15,560,2,4096,1.0
15,560,2,65536,0.999375
15,560,2,1048576,0.9996744791666666
15,560,4,256,1.0
15,560,4,4096,1.0
15,560,4,65536,1.0
15,560,4,1048576,1.0
15,560,64,256,1.0
15,560,64,4096,1.0
15,560,64,65536,1.0
15,560,64,1048576,1.0
15,576,1,256,0.9924879807692307
15,576,1,4096,0.935
15,576,1,65536,0.7115625
15,576,1,1048576,0.3411458333333333
15,576,2,256,1.0
15,576,2,4096,1.0
15,576,2,65536,1.0
15,576,2,1048576,0.9993489583333334
15,576,4,256,1.0
15,576,4,4096,1.0
15,576,4,65536,1.0
15,576,4,1048576,1.0
15,576,64,256,1.0
15,576,64,4096,1.0
15,576,64,65536,1.0
15,576,64,1048576,1.0
15,592,1,256,0.9930889423076923
15,592,1,4096,0.9484375
15,592,1,65536,0.7553125
15,592,1,1048576,0.3850911458333333
15,592,2,256,1.0
15,592,2,4096,1.0
15,592,2,65536,1.0
15,592,2,1048576,0.9993489583333334
15,592,4,256,1.0
15,592,4,4096,1.0
15,592,4,65536,1.0
15,592,4,1048576,1.0
15,592,64,256,1.0
15,592,64,4096,1.0
15,592,64,65536,1.0
15,592,64,1048576,1.0
15,608,1,256,0.9966947115384616
15,608,1,4096,0.955625
15,608,1,65536,0.8065625
15,608,1,1048576,0.4446614583333333
15,608,2,256,1.0
15,608,2,4096,1.0
15,608,2,65536,1.0
15,608,2,1048576,0.9996744791666666
15,608,4,256,1.0
15,608,4,4096,1.0
15,608,4,65536,1.0
15,608,4,1048576,1.0
15,608,64,256,1.0
15,608,64,4096,1.0
15,608,64,65536,1.0
15,608,64,1048576,1.0
15,624,1,256,0.9957932692307693
15,624,1,4096,0.9709375
15,624,1,65536,0.8265625
15,624,1,1048576,0.5071614583333334
15,624,2,256,1.0
15,624,2,4096,1.0
15,624,2,65536,1.0
15,624,2,1048576,1.0
15,624,4,256,1.0
15,624,4,4096,1.0
15,624,4,65536,1.0
15,624,4,1048576,1.0
15,624,64,256,1.0
15,624,64,4096,1.0
15,624,64,65536,1.0
15,624,64,1048576,1.0
15,640,1,256,0.9975961538461539
15,640,1,4096,0.9728125
15,640,1,65536,0.8575
15,640,1,1048576,0.5735677083333334
15,640,2,256,1.0
15,640,2,4096,1.0
15,640,2,65536,1.0
15,640,2,1048576,1.0
15,640,4,256,1.0
15,640,4,4096,1.0
15,640,4,65536,1.0
15,640,4,1048576,1.0
15,640,64,256,1.0
15,640,64,4096,1.0
15,640,64,65536,1.0
15,640,64,1048576,1.0
15,656,1,256,0.9975961538461539
15,656,1,4096,0.981875
15,656,1,65536,0.885625
15,656,1,1048576,0.6344401041666666
15,656,2,256,1.0
15,656,2,4096,1.0
15,656,2,65536,1.0
15,656,2,1048576,0.9996744791666666
15,656,4,256,1.0
15,656,4,4096,1.0
15,656,4,65536,1.0
15,656,4,1048576,1.0
15,656,64,256,1.0
15,656,64,4096,1.0
15,656,64,65536,1.0
15,656,64,1048576,1.0
15,672,1,256,0.9981971153846154
15,672,1,4096,0.9790625
15,672,1,65536,0.9078125
15,672,1,1048576,0.6669921875
15,672,2,256,1.0
15,672,2,4096,1.0
15,672,2,65536,1.0
15,672,2,1048576,1.0
15,672,4,256,1.0
15,672,4,4096,1.0
15,672,4,65536,1.0
15,672,4,1048576,1.0
15,672,64,256,1.0
15,672,64,4096,1.0
15,672,64,65536,1.0
15,672,64,1048576,1.0
15,688,1,256,0.9981971153846154
15,688,1,4096,0.98625
15,688,1,65536,0.921875
15,688,1,1048576,0.7337239583333334
15,688,2,256,1.0
15,688,2,4096,1.0
15,688,2,65536,1.0
15,688,2,1048576,1.0
15,688,4,256,1.0
15,688,4,4096,1.0
15,688,4,65536,1.0
15,688,4,1048576,1.0
15,688,64,256,1.0
15,688,64,4096,1.0
15,688,64,65536,1.0
15,688,64,1048576,1.0
15,704,1,256,0.9996995192307693
15,704,1,4096,0.9915625
15,704,1,65536,0.9440625
15,704,1,1048576,0.7591145833333334
15,704,2,256,1.0
15,704,2,4096,1.0
15,704,2,65536,1.0
15,704,2,1048576,1.0
15,704,4,256,1.0
15,704,4,4096,1.0
15,704,4,65536,1.0
15,704,4,1048576,1.0
15,704,64,256,1.0
15,704,64,4096,1.0
15,704,64,65536,1.0
15,704,64,1048576,1.0
15,720,1,256,0.9993990384615384
15,720,1,4096,0.9934375
15,720,1,65536,0.9446875
15,720,1,1048576,0.8059895833333334
15,720,2,256,1.0
15,720,2,4096,1.0
15,720,2,65536,1.0
15,720,2,1048576,1.0
15,720,4,256,1.0
15,720,4,4096,1.0
15,720,4,65536,1.0
15,720,4,1048576,1.0
15,720,64,256,1.0
15,720,64,4096,1.0
15,720,64,65536,1.0
15,720,64,1048576,1.0
15,736,1,256,0.9990985576923077
15,736,1,4096,0.9953125
15,736,1,65536,0.9603125
15,736,1,1048576,0.8343098958333334
15,736,2,256,1.0
15,736,2,4096,1.0
15,736,2,65536,1.0
15,736,2,1048576,1.0
15,736,4,256,1.0
15,736,4,4096,1.0
15,736,4,65536,1.0
15,736,4,1048576,1.0
15,736,64,256,1.0
15,736,64,4096,1.0
15,736,64,65536,1.0
15,736,64,1048576,1.0
15,752,1,256,1.0
15,752,1,4096,0.9959375
15,752,1,65536,0.963125
15,752,1,1048576,0.8714192708333334
15,752,2,256,1.0
15,752,2,4096,1.0
15,752,2,65536,1.0
15,752,2,1048576,1.0
15,752,4,256,1.0
15,752,4,4096,1.0
15,752,4,65536,1.0
15,752,4,1048576,1.0
15,752,64,256,1.0
15,752,64,4096,1.0
15,752,64,65536,1.0
15,752,64,1048576,1.0
15,768,1,256,1.0
15,768,1,4096,0.996875
15,768,1,65536,0.9778125
15,768,1,1048576,0.8938802083333334
15,768,2,256,1.0
15,768,2,4096,1.0
15,768,2,65536,1.0
15,768,2,1048576,1.0
15,768,4,256,1.0
15,768,4,4096,1.0
15,768,4,65536,1.0
15,768,4,1048576,1.0
15,768,64,256,1.0
15,768,64,4096,1.0
15,768,64,65536,1.0
15,768,64,1048576,1.0
15,784,1,256,0.9996995192307693
15,784,1,4096,0.996875
15,784,1,65536,0.9796875
15,784,1,1048576,0.8987630208333334
15,784,2,256,1.0
15,784,2,4096,1.0
15,784,2,65536,1.0
15,784,2,1048576,1.0
15,784,4,256,1.0
15,784,4,4096,1.0
15,784,4,65536,1.0
15,784,4,1048576,1.0
15,784,64,256,1.0
15,784,64,4096,1.0
15,784,64,65536,1.0
15,784,64,1048576,1.0
15,800,1,256,0.9996995192307693
15,800,1,4096,0.998125
15,800,1,65536,0.9796875
15,800,1,1048576,0.9189453125
15,800,2,256,1.0
15,800,2,4096,1.0
15,800,2,65536,1.0
15,800,2,1048576,1.0
15,800,4,256,1.0
15,800,4,4096,1.0
15,800,4,65536,1.0
15,800,4,1048576,1.0
15,800,64,256,1.0
15,800,64,4096,1.0
15,800,64,65536,1.0
15,800,64,1048576,1.0
15,816,1,256,0.9996995192307693
15,816,1,4096,0.9990625
15,816,1,65536,0.98375
15,816,1,1048576,0.9267578125
15,816,2,256,1.0
15,816,2,4096,1.0
15,816,2,65536,1.0
15,816,2,1048576,1.0
15,816,4,256,1.0
15,816,4,4096,1.0
15,816,4,65536,1.0
15,816,4,1048576,1.0
15,816,64,256,1.0
15,816,64,4096,1.0
15,816,64,65536,1.0
15,816,64,1048576,1.0
15,832,1,256,1.0
15,832,1,4096,0.99875
15,832,1,65536,0.989375
15,832,1,1048576,0.9466145833333334
15,832,2,256,1.0
15,832,2,4096,1.0
15,832,2,65536,1.0
15,832,2,1048576,1.0
15,832,4,256,1.0
15,832,4,4096,1.0
15,832,4,65536,1.0
15,832,4,1048576,1.0
15,832,64,256,1.0
15,832,64,4096,1.0
15,832,64,65536,1.0
15,832,64,1048576,1.0
15,848,1,256,1.0
15,848,1,4096,0.99875
15,848,1,65536,0.991875
15,848,1,1048576,0.9602864583333334
15,848,2,256,1.0
15,848,2,4096,1.0
15,848,2,65536,1.0
15,848,2,1048576,1.0
15,848,4,256,1.0
15,848,4,4096,1.0
15,848,4,65536,1.0
15,848,4,1048576,1.0
15,848,64,256,1.0
15,848,64,4096,1.0
15,848,64,65536,1.0
15,848,64,1048576,1.0
15,864,1,256,1.0
15,864,1,4096,0.9996875
15,864,1,65536,0.9965625
15,864,1,1048576,0.9651692708333334
15,864,2,256,1.0
15,864,2,4096,1.0
15,864,2,65536,1.0
15,864,2,1048576,1.0
15,864,4,256,1.0
15,864,4,4096,1.0
15,864,4,65536,1.0
15,864,4,1048576,1.0
15,864,64,256,1.0
15,864,64,4096,1.0
15,864,64,65536,1.0
15,864,64,1048576,1.0
15,880,1,256,1.0
15,880,1,4096,0.99875
15,880,1,65536,0.9975
15,880,1,1048576,0.9716796875
15,880,2,256,1.0
15,880,2,4096,1.0
15,880,2,65536,1.0
15,880,2,1048576,1.0
15,880,4,256,1.0
15,880,4,4096,1.0
15,880,4,65536,1.0
15,880,4,1048576,1.0
15,880,64,256,1.0
15,880,64,4096,1.0
15,880,64,65536,1.0
15,880,64,1048576,1.0
15,896,1,256,1.0
15,896,1,4096,0.9996875
15,896,1,65536,0.9975
15,896,1,1048576,0.9820963541666666
15,896,2,256,1.0
15,896,2,4096,1.0
15,896,2,65536,1.0
15,896,2,1048576,1.0
15,896,4,256,1.0
15,896,4,4096,1.0
15,896,4,65536,1.0
15,896,4,1048576,1.0
15,896,64,256,1.0
15,896,64,4096,1.0
15,896,64,65536,1.0
15,896,64,1048576,1.0
15,912,1,256,1.0
15,912,1,4096,1.0
15,912,1,65536,0.9975
15,912,1,1048576,0.9817708333333334
15,912,2,256,1.0
15,912,2,4096,1.0
15,912,2,65536,1.0
15,912,2,1048576,1.0
15,912,4,256,1.0
15,912,4,4096,1.0
15,912,4,65536,1.0
15,912,4,1048576,1.0
15,912,64,256,1.0
15,912,64,4096,1.0
15,912,64,65536,1.0
15,912,64,1048576,1.0
15,928,1,256,1.0
15,928,1,4096,1.0
15,928,1,65536,0.99875
15,928,1,1048576,0.9847005208333334
15,928,2,256,1.0
15,928,2,4096,1.0
15,928,2,65536,1.0
15,928,2,1048576,1.0
15,928,4,256,1.0
15,928,4,4096,1.0
15,928,4,65536,1.0
15,928,4,1048576,1.0
15,928,64,256,1.0
15,928,64,4096,1.0
15,928,64,65536,1.0
15,928,64,1048576,1.0
15,944,1,256,1.0
15,944,1,4096,0.9996875
15,944,1,65536,0.9975
15,944,1,1048576,0.9876302083333334
15,944,2,256,1.0
15,944,2,4096,1.0
15,944,2,65536,1.0
15,944,2,1048576,1.0
15,944,4,256,1.0
15,944,4,4096,1.0
15,944,4,65536,1.0
15,944,4,1048576,1.0
15,944,64,256,1.0
15,944,64,4096,1.0
15,944,64,65536,1.0
15,944,64,1048576,1.0
15,960,1,256,1.0
15,960,1,4096,1.0
15,960,1,65536,0.999375
15,960,1,1048576,0.9895833333333334
15,960,2,256,1.0
15,960,2,4096,1.0
15,960,2,65536,1.0
15,960,2,1048576,1.0
15,960,4,256,1.0
15,960,4,4096,1.0
15,960,4,65536,1.0
15,960,4,1048576,1.0
15,960,64,256,1.0
15,960,64,4096,1.0
15,960,64,65536,1.0
15,960,64,1048576,1.0
15,976,1,256,1.0
15,976,1,4096,0.999375
15,976,1,65536,0.99875
15,976,1,1048576,0.9921875
15,976,2,256,1.0
15,976,2,4096,1.0
15,976,2,65536,1.0
15,976,2,1048576,1.0
15,976,4,256,1.0
15,976,4,4096,1.0
15,976,4,65536,1.0
15,976,4,1048576,1.0
15,976,64,256,1.0
15,976,64,4096,1.0
15,976,64,65536,1.0
15,976,64,1048576,1.0
15,992,1,256,1.0
15,992,1,4096,1.0
15,992,1,65536,0.999375
15,992,1,1048576,0.9915364583333334
15,992,2,256,1.0
15,992,2,4096,1.0
15,992,2,65536,1.0
15,992,2,1048576,1.0
15,992,4,256,1.0
15,992,4,4096,1.0
15,992,4,65536,1.0
15,992,4,1048576,1.0
15,992,64,256,1.0
15,992,64,4096,1.0
15,992,64,65536,1.0
15,992,64,1048576,1.0
15,1008,1,256,1.0
15,1008,1,4096,1.0
15,1008,1,65536,1.0
15,1008,1,1048576,0.9957682291666666
15,1008,2,256,1.0
15,1008,2,4096,1.0
15,1008,2,65536,1.0
15,1008,2,1048576,1.0
15,1008,4,256,1.0
15,1008,4,4096,1.0
15,1008,4,65536,1.0
15,1008,4,1048576,1.0
15,1008,64,256,1.0
15,1008,64,4096,1.0
15,1008,64,65536,1.0
15,1008,64,1048576,1.0
15,1024,1,256,1.0
15,1024,1,4096,1.0
15,1024,1,65536,0.999375
15,1024,1,1048576,0.9970703125
15,1024,2,256,1.0
15,1024,2,4096,1.0
15,1024,2,65536,1.0
15,1024,2,1048576,1.0
15,1024,4,256,1.0
15,1024,4,4096,1.0
15,1024,4,65536,1.0
15,1024,4,1048576,1.0
15,1024,64,256,1.0
15,1024,64,4096,1.0
15,1024,64,65536,1.0
15,1024,64,1048576,1.0
16,16,1,256,0.0
16,16,1,4096,0.0
16,16,1,65536,0.0
16,16,1,1048576,0.0
16,16,2,256,0.0
16,16,2,4096,0.0
16,16,2,65536,0.0
16,16,2,1048576,0.0
16,16,4,256,0.0
16,16,4,4096,0.0
16,16,4,65536,0.0
16,16,4,1048576,0.0
16,16,64,256,0.0
16,16,64,4096,0.0
16,16,64,65536,0.0
16,16,64,1048576,0.0
16,32,1,256,0.0
16,32,1,4096,0.0
16,32,1,65536,0.0
16,32,1,1048576,0.0
16,32,2,256,0.0
16,32,2,4096,0.0
16,32,2,65536,0.0
16,32,2,1048576,0.0
16,32,4,256,0.0
16,32,4,4096,0.0
16,32,4,65536,0.0
16,32,4,1048576,0.0
16,32,64,256,0.0
16,32,64,4096,0.0
16,32,64,65536,0.0
16,32,64,1048576,0.0
16,48,1,256,0.0
16,48,1,4096,0.0
16,48,1,65536,0.0
16,48,1,1048576,0.0
16,48,2,256,0.0
16,48,2,4096,0.0
16,48,2,65536,0.0
16,48,2,1048576,0.0
16,48,4,256,0.00030637254901960784
16,48,4,4096,0.0
16,48,4,65536,0.0
16,48,4,1048576,0.0
16,48,64,256,0.033125
16,48,64,4096,0.0
16,48,64,65536,0.0
16,48,64,1048576,0.0
16,64,1,256,0.0
16,64,1,4096,0.0
16,64,1,65536,0.0
16,64,1,1048576,0.0
16,64,2,256,0.0
16,64,2,4096,0.0
16,64,2,65536,0.0
16,64,2,1048576,0.0
16,64,4,256,0.01685049019607843
16,64,4,4096,0.0
16,64,4,65536,0.0
16,64,4,1048576,0.0
16,64,64,256,0.223125
16,64,64,4096,0.0
16,64,64,65536,0.0
16,64,64,1048576,0.0
16,80,1,256,0.0
16,80,1,4096,0.0
16,80,1,65536,0.0
16,80,1,1048576,0.0
16,80,2,256,0.0024509803921568627
16,80,2,4096,0.0
16,80,2,65536,0.0
16,80,2,1048576,0.0
16,80,4,256,0.15410539215686275
16,80,4,4096,0.0
16,80,4,65536,0.0
16,80,4,1048576,0.0
16,80,64,256,0.5471875
16,80,64,4096,0.005
16,80,64,65536,0.0
16,80,64,1048576,0.0
16,96,1,256,0.0
16,96,1,4096,0.0
16,96,1,65536,0.0
16,96,1,1048576,0.0
16,96,2,256,0.013786764705882353
16,96,2,4096,0.0
16,96,2,65536,0.0
16,96,2,1048576,0.0
16,96,4,256,0.41482843137254904
16,96,4,4096,0.0015625
16,96,4,65536,0.0
16,96,4,1048576,0.0
16,96,64,256,0.77375
16,96,64,4096,0.071875
16,96,64,65536,0.0
16,96,64,1048576,0.0
16,112,1,256,0.0
16,112,1,4096,0.0
16,112,1,65536,0.0
16,112,1,1048576,0.0
16,112,2,256,0.06403186274509803
16,112,2,4096,0.0
16,112,2,65536,0.0
16,112,2,1048576,0.0
16,112,4,256,0.6550245098039216
16,112,4,4096,0.02
16,112,4,65536,0.0
16,112,4,1048576,0.0
16,112,64,256,0.903125
16,112,64,4096,0.2296875
16,112,64,65536,0.0012755102040816326
16,112,64,1048576,0.0
16,128,1,256,0.0006009615384615385
16,128,1,4096,0.0
16,128,1,65536,0.0
16,128,1,1048576,0.0
16,128,2,256,0.17095588235294118
16,128,2,4096,0.0009375
16,128,2,65536,0.0
16,128,2,1048576,0.0
16,128,4,256,0.8155637254901961
16,128,4,4096,0.1278125
16,128,4,65536,0.0
16,128,4,1048576,0.0
16,128,64,256,0.9553125
16,128,64,4096,0.5103125
16,128,64,65536,0.01020408163265306
16,128,64,1048576,0.0
16,144,1,256,0.002403846153846154
16,144,1,4096,0.0
16,144,1,65536,0.0
16,144,1,1048576,0.0
16,144,2,256,0.29411764705882354
16,144,2,4096,0.004375
16,144,2,65536,0.0
16,144,2,1048576,0.0
16,144,4,256,0.9221813725490197
16,144,4,4096,0.2940625
16,144,4,65536,0.0009375
16,144,4,1048576,0.0
16,144,64,256,0.9790625
16,144,64,4096,0.7303125
16,144,64,65536,0.06441326530612244
16,144,64,1048576,0.0
16,160,1,256,0.007211538461538462
16,160,1,4096,0.0
16,160,1,65536,0.0
16,160,1,1048576,0.0
16,160,2,256,0.4583333333333333
16,160,2,4096,0.0196875
16,160,2,65536,0.0
16,160,2,1048576,0.0
16,160,4,256,0.960171568627451
16,160,4,4096,0.528125
16,160,4,65536,0.01375
16,160,4,1048576,0.0
16,160,64,256,0.9871875
16,160,64,4096,0.8609375
16,160,64,65536,0.2107780612244898
16,160,64,1048576,0.0024305555555555556
16,176,1,256,0.020432692307692308
16,176,1,4096,0.0
16,176,1,65536,0.0
16,176,1,1048576,0.0
16,176,2,256,0.6262254901960784
16,176,2,4096,0.05875
16,176,2,65536,0.0003125
16,176,2,1048576,0.0
16,176,4,256,0.975796568627451
16,176,4,4096,0.7178125
16,176,4,65536,0.066875
16,176,4,1048576,0.0
16,176,64,256,0.995
16,176,64,4096,0.92125
16,176,64,65536,0.41677295918367346
16,176,64,1048576,0.009375
16,192,1,256,0.03485576923076923
16,192,1,4096,0.0003125
16,192,1,65536,0.0
16,192,1,1048576,0.0
16,192,2,256,0.7377450980392157
16,192,2,4096,0.14
16,192,2,65536,0.0009375
16,192,2,1048576,0.0
16,192,4,256,0.9901960784313726
16,192,4,4096,0.8409375
16,192,4,65536,0.195625
16,192,4,1048576,0.0009765625
16,192,64,256,0.998125
16,192,64,4096,0.965625
16,192,64,65536,0.6412627551020408
16,192,64,1048576,0.06215277777777778
16,208,1,256,0.07241586538461539
16,208,1,4096,0.0003125
16,208,1,65536,0.0
16,208,1,1048576,0.0
16,208,2,256,0.8198529411764706
16,208,2,4096,0.2871875
16,208,2,65536,0.005625
16,208,2,1048576,0.0
16,208,4,256,0.9947916666666666
16,208,4,4096,0.914375
16,208,4,65536,0.3646875
16,208,4,1048576,0.007486979166666667
16,208,64,256,0.99875
16,208,64,4096,0.9859375
16,208,64,65536,0.8003826530612245
16,208,64,1048576,0.16979166666666667
16,224,1,256,0.10817307692307693
16,224,1,4096,0.000625
16,224,1,65536,0.0
16,224,1,1048576,0.0
16,224,2,256,0.8851102941176471
16,224,2,4096,0.4275
16,224,2,65536,0.026875
16,224,2,1048576,0.0
16,224,4,256,0.9966299019607843
16,224,4,4096,0.9528125
16,224,4,65536,0.5496875
16,224,4,1048576,0.033528645833333336
16,224,64,256,0.9996875
16,224,64,4096,0.99125
16,224,64,65536,0.8903061224489796
16,224,64,1048576,0.3246527777777778
16,240,1,256,0.16736778846153846
16,240,1,4096,0.001875
16,240,1,65536,0.0
16,240,1,1048576,0.0
16,240,2,256,0.9258578431372549
16,240,2,4096,0.57625
16,240,2,65536,0.06
16,240,2,1048576,0.0003255208333333333
16,240,4,256,0.9984681372549019
16,240,4,4096,0.978125
16,240,4,65536,0.71375
16,240,4,1048576,0.09375
16,240,64,256,1.0
16,240,64,4096,0.9959375
16,240,64,65536,0.9419642857142857
16,240,64,1048576,0.5274305555555555
16,256,1,256,0.21814903846153846
16,256,1,4096,0.005625
16,256,1,65536,0.0
16,256,1,1048576,0.0
16,256,2,256,0.9549632352941176
16,256,2,4096,0.7034375
16,256,2,65536,0.136875
16,256,2,1048576,0.0003255208333333333
16,256,4,256,0.9990808823529411
16,256,4,4096,0.985
16,256,4,65536,0.8271875
16,256,4,1048576,0.22493489583333334
16,256,64,256,0.9996875
16,256,64,4096,0.9984375
16,256,64,65536,0.9754464285714286
16,256,64,1048576,0.6979166666666666
16,272,1,256,0.2956730769230769
16,272,1,4096,0.0140625
16,272,1,65536,0.0
16,272,1,1048576,0.0
16,272,2,256,0.975796568627451
16,272,2,4096,0.7971875
16,272,2,65536,0.245
16,272,2,1048576,0.004557291666666667
16,272,4,256,0.9996936274509803
16,272,4,4096,0.9909375
16,272,4,65536,0.903125
16,272,4,1048576,0.3766276041666667
16,272,64,256,1.0
16,272,64,4096,0.9971875
16,272,64,65536,0.9869260204081632
16,272,64,1048576,0.8246527777777778
16,288,1,256,0.3777043269230769
16,288,1,4096,0.021875
16,288,1,65536,0.0
16,288,1,1048576,0.0
16,288,2,256,0.9834558823529411
16,288,2,4096,0.8690625
16,288,2,65536,0.3846875
16,288,2,1048576,0.0185546875
16,288,4,256,1.0
16,288,4,4096,0.9953125
16,288,4,65536,0.9384375
16,288,4,1048576,0.5514322916666666
16,288,64,256,1.0
16,288,64,4096,1.0
16,288,64,65536,0.9910714285714286
16,288,64,1048576,0.9020833333333333
16,304,1,256,0.45883413461538464
16,304,1,4096,0.044375
16,304,1,65536,0.0003125
16,304,1,1048576,0.0
16,304,2,256,0.9889705882352942
16,304,2,4096,0.9034375
16,304,2,65536,0.53
16,304,2,1048576,0.0478515625
16,304,4,256,0.9996936274509803
16,304,4,4096,0.998125
16,304,4,65536,0.969375
16,304,4,1048576,0.6936848958333334
16,304,64,256,0.9996875
16,304,64,4096,1.0
16,304,64,65536,0.9974489795918368
16,304,64,1048576,0.9527777777777777
16,320,1,256,0.5264423076923077
16,320,1,4096,0.07
16,320,1,65536,0.000625
16,320,1,1048576,0.0
16,320,2,256,0.9898897058823529
16,320,2,4096,0.945
16,320,2,65536,0.65
16,320,2,1048576,0.1044921875
16,320,4,256,1.0
16,320,4,4096,0.998125
16,320,4,65536,0.985
16,320,4,1048576,0.8089192708333334
16,320,64,256,1.0
16,320,64,4096,0.9996875
16,320,64,65536,0.9974489795918368
16,320,64,1048576,0.96875
16,336,1,256,0.6030649038461539
16,336,1,4096,0.104375
16,336,1,65536,0.001875
16,336,1,1048576,0.0
16,336,2,256,0.9950980392156863
16,336,2,4096,0.9678125
16,336,2,65536,0.769375
16,336,2,1048576,0.20442708333333334
16,336,4,256,0.9996936274509803
16,336,4,4096,0.999375
16,336,4,65536,0.991875
16,336,4,1048576,0.873046875
16,336,64,256,1.0
16,336,64,4096,1.0
16,336,64,65536,0.9993622448979592
16,336,64,1048576,0.9878472222222222
16,352,1,256,0.6541466346153846
16,352,1,4096,0.1615625
16,352,1,65536,0.0040625
16,352,1,1048576,0.0
16,352,2,256,0.9975490196078431
16,352,2,4096,0.9796875
16,352,2,65536,0.8453125
16,352,2,1048576,0.3190104166666667
16,352,4,256,1.0
16,352,4,4096,0.999375
16,352,4,65536,0.994375
16,352,4,1048576,0.931640625
16,352,64,256,1.0
16,352,64,4096,1.0
16,352,64,65536,0.9990433673469388
16,352,64,1048576,0.9913194444444444
16,368,1,256,0.7199519230769231
16,368,1,4096,0.2109375
16,368,1,65536,0.0109375
16,368,1,1048576,0.0
16,368,2,256,0.9996936274509803
16,368,2,4096,0.9871875
16,368,2,65536,0.8940625
16,368,2,1048576,0.4586588541666667
16,368,4,256,1.0
16,368,4,4096,1.0
16,368,4,65536,0.998125
16,368,4,1048576,0.9593098958333334
16,368,64,256,1.0
16,368,64,4096,1.0
16,368,64,65536,1.0
16,368,64,1048576,0.9975694444444444
16,384,1,256,0.7602163461538461
16,384,1,4096,0.2646875
16,384,1,65536,0.0184375
16,384,1,1048576,0.0
16,384,2,256,0.9990808823529411
16,384,2,4096,0.99375
16,384,2,65536,0.931875
16,384,2,1048576,0.5787760416666666
16,384,4,256,1.0
16,384,4,4096,1.0
16,384,4,65536,0.9984375
16,384,4,1048576,0.9716796875
16,384,64,256,1.0
16,384,64,4096,1.0
16,384,64,65536,1.0
16,384,64,1048576,0.9986111111111111
16,400,1,256,0.8022836538461539
16,400,1,4096,0.330625
16,400,1,65536,0.0309375
16,400,1,1048576,0.0003255208333333333
16,400,2,256,1.0
16,400,2,4096,0.9946875
16,400,2,65536,0.958125
16,400,2,1048576,0.6839192708333334
16,400,4,256,1.0
16,400,4,4096,1.0
16,400,4,65536,1.0
16,400,4,1048576,0.984375
16,400,64,256,1.0
16,400,64,4096,1.0
16,400,64,65536,1.0
16,400,64,1048576,0.9993055555555556
16,416,1,256,0.8347355769230769
16,416,1,4096,0.4025
16,416,1,65536,0.04625
16,416,1,1048576,0.0009765625
16,416,2,256,1.0
16,416,2,4096,0.995
16,416,2,65536,0.9759375
16,416,2,1048576,0.7880859375
16,416,4,256,1.0
16,416,4,4096,1.0
16,416,4,65536,0.9996875
16,416,4,1048576,0.9947916666666666
16,416,64,256,1.0
16,416,64,4096,1.0
16,416,64,65536,1.0
16,416,64,1048576,0.9996527777777777
16,432,1,256,0.8792067307692307
16,432,1,4096,0.4696875
16,432,1,65536,0.0821875
16,432,1,1048576,0.001953125
16,432,2,256,1.0
16,432,2,4096,0.9984375
16,432,2,65536,0.9846875
16,432,2,1048576,0.8577473958333334
16,432,4,256,1.0
16,432,4,4096,1.0
16,432,4,65536,1.0
16,432,4,1048576,0.9944661458333334
16,432,64,256,1.0
16,432,64,4096,1.0
16,432,64,65536,1.0
16,432,64,1048576,0.9996527777777777
16,448,1,256,0.8924278846153846
16,448,1,4096,0.5315625
16,448,1,65536,0.125625
16,448,1,1048576,0.00390625
16,448,2,256,1.0
16,448,2,4096,0.9990625
16,448,2,65536,0.9865625
16,448,2,1048576,0.9104817708333334
16,448,4,256,1.0
16,448,4,4096,1.0
16,448,4,65536,0.9996875
16,448,4,1048576,0.9970703125
16,448,64,256,1.0
16,448,64,4096,1.0
16,448,64,65536,1.0
16,448,64,1048576,0.9996527777777777
16,464,1,256,0.9191706730769231
